date,home_team,away_team,home_score,away_score,neutral,result,home_hist_pts,home_rank_pos,away_hist_pts,away_rank_pos,result_binary,home_perf_pts,away_perf_pts,home_form,away_form,home_gf_avg,away_gf_avg,home_ga_avg,away_ga_avg,dif_points,dif_form,dif_ranking_pos,dif_gf,dif_ga
1970-10-14,Republic of Ireland,Sweden,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.0,2.1578947368421053,0.6923076923076923,1.6842105263157894,1.9230769230769231,0.7894736842105263,0.0,-2.1578947368421053,0.0,-0.9919028340080971,1.1336032388663968
1970-10-14,Luxembourg,Yugoslavia,0,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.4444444444444444,0.9411764705882353,0.8888888888888888,1.4705882352941178,3.3333333333333335,1.3529411764705883,0.0,-0.49673202614379086,0.0,-0.5816993464052289,1.9803921568627452
1970-10-14,Poland,Albania,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.85,1.0,2.25,1.0,1.1,1.0,0.0,0.8500000000000001,0.0,1.25,0.10000000000000009
1970-10-17,Switzerland,Italy,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.6666666666666666,1.8666666666666667,0.6666666666666666,1.8666666666666667,1.5555555555555556,1.1333333333333333,0.0,-1.2000000000000002,0.0,-1.2000000000000002,0.4222222222222223
1970-10-17,Tanzania,Zambia,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.0666666666666667,1.75,1.2,3.3333333333333335,2.2,2.1666666666666665,0.0,-0.6833333333333333,0.0,-2.1333333333333337,0.03333333333333366
1970-10-17,Germany,Turkey,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.9545454545454546,1.4545454545454546,2.1818181818181817,1.8181818181818181,1.0909090909090908,1.9090909090909092,0.0,0.5,0.0,0.36363636363636354,-0.8181818181818183
1970-10-18,Ivory Coast,Senegal,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.3846153846153846,0.5,1.7692307692307692,0.8333333333333334,1.5384615384615385,2.1666666666666665,0.0,0.8846153846153846,0.0,0.9358974358974358,-0.628205128205128
1970-10-22,Paraguay,Argentina,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.1538461538461537,1.25,0.6923076923076923,1.3125,0.8461538461538461,1.0625,0.0,-0.09615384615384626,0.0,-0.6201923076923077,-0.21634615384615385
1970-10-23,New Caledonia,Australia,1,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.75,1.1,2.4166666666666665,1.4,0.8333333333333334,1.0,0.0,0.6499999999999999,0.0,1.0166666666666666,-0.16666666666666663
1970-10-25,Czechoslovakia,Poland,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.3125,2.0,1.5,2.35,1.4375,1.05,0.0,-0.6875,0.0,-0.8500000000000001,0.38749999999999996
1970-10-25,New Caledonia,Australia,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.6153846153846154,1.2727272727272727,2.3076923076923075,1.5454545454545454,1.0,1.0,0.0,0.3426573426573427,0.0,0.7622377622377621,0.0
1970-10-25,Togo,Senegal,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.0,0.6923076923076923,0.5,0.8461538461538461,2.5,2.0,0.0,-0.6923076923076923,0.0,-0.34615384615384615,0.5
1970-10-28,Russia,Yugoslavia,4,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8888888888888888,1.1875,1.6111111111111112,1.6875,0.6111111111111112,1.25,0.0,0.7013888888888888,0.0,-0.07638888888888884,-0.6388888888888888
1970-10-28,Spain,Greece,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5,1.5555555555555556,1.6,2.2222222222222223,0.8,1.5555555555555556,0.0,-0.05555555555555558,0.0,-0.6222222222222222,-0.7555555555555555
1970-10-28,Sweden,Republic of Ireland,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.1,0.0,1.65,0.7142857142857143,0.8,1.8571428571428572,0.0,2.1,0.0,0.9357142857142856,-1.0571428571428572
1970-10-29,Indonesia,Thailand,1,2,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.25,1.2272727272727273,3.0833333333333335,1.5454545454545454,1.4166666666666667,1.5454545454545454,0.0,1.0227272727272727,0.0,1.537878787878788,-0.12878787878787867
1970-10-29,Vietnam Republic,Malaysia,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.9230769230769231,1.56,1.6923076923076923,1.8,1.6153846153846154,1.56,0.0,-0.6369230769230769,0.0,-0.10769230769230775,0.055384615384615365
1970-10-30,Macau,Australia,0,9,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,1.4166666666666667,1.0,1.5,1.0,0.9166666666666666,0.0,-0.41666666666666674,0.0,-0.5,0.08333333333333337
1970-10-31,Vietnam Republic,Indonesia,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.8571428571428571,2.16,1.6428571428571428,3.0,1.5714285714285714,1.44,0.0,-1.302857142857143,0.0,-1.3571428571428572,0.13142857142857145
1970-10-31,Austria,Italy,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.1428571428571428,1.7333333333333334,1.1428571428571428,1.8666666666666667,1.1428571428571428,1.2,0.0,-0.5904761904761906,0.0,-0.7238095238095239,-0.05714285714285716
1970-10-31,Malaysia,Thailand,1,4,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.5384615384615385,1.3043478260869565,1.7692307692307692,1.565217391304348,1.5384615384615385,1.5217391304347827,0.0,0.234113712374582,0.0,0.20401337792642127,0.01672240802675584
1970-11-01,Benin,Congo,3,2,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5,1.5,1.0,1.75,0.5,0.75,0.0,0.0,0.0,-0.75,-0.25
1970-11-01,Indonesia,Malaysia,1,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.076923076923077,1.4814814814814814,2.923076923076923,1.7407407407407407,1.5,1.6296296296296295,0.0,0.5954415954415957,0.0,1.1823361823361822,-0.12962962962962954
1970-11-01,Sierra Leone,Guinea,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.75,1.6875,1.25,2.375,0.75,1.5,0.0,0.0625,0.0,-1.125,-0.75
1970-11-01,Vietnam Republic,Thailand,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,1.375,1.7333333333333334,1.6666666666666667,1.5333333333333334,1.5,0.0,-0.375,0.0,0.06666666666666665,0.03333333333333344
1970-11-01,Zambia,Tanzania,5,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.3,1.1428571428571428,2.8,1.2142857142857142,2.3,1.7857142857142858,0.0,0.15714285714285725,0.0,1.5857142857142856,0.514285714285714
1970-11-04,Iran,Australia,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.0,1.5384615384615385,3.8333333333333335,2.076923076923077,1.5,0.8461538461538461,0.0,0.46153846153846145,0.0,1.7564102564102564,0.6538461538461539
1970-11-08,Uganda,DR Congo,1,4,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.25,2.0,2.6666666666666665,3.0,0.9166666666666666,0.7777777777777778,0.0,0.25,0.0,-0.3333333333333335,0.13888888888888884
1970-11-08,Togo,Benin,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.0,-1.0,0.0,-0.3333333333333335,0.6666666666666667
1970-11-08,Thailand,Laos,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.32,0.2727272727272727,1.6,0.6363636363636364,1.48,2.8181818181818183,0.0,1.0472727272727274,0.0,0.9636363636363637,-1.3381818181818184
1970-11-08,Hong Kong,Singapore,0,1,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0909090909090908,0.4090909090909091,1.5454545454545454,1.3181818181818181,1.9090909090909092,4.2272727272727275,0.0,0.6818181818181817,0.0,0.2272727272727273,-2.3181818181818183
1970-11-08,Gabon,Ivory Coast,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,1.2857142857142858,1.3333333333333333,1.6428571428571428,0.6666666666666666,1.5,0.0,-0.2857142857142858,0.0,-0.30952380952380953,-0.8333333333333334
1970-11-08,Nigeria,Congo,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.2222222222222223,1.2,1.6666666666666667,1.8,1.8888888888888888,1.2,0.0,0.022222222222222365,0.0,-0.1333333333333333,0.6888888888888889
1970-11-09,Cambodia,Malaysia,1,1,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.0,1.5357142857142858,1.0,1.7857142857142858,1.0,1.6071428571428572,0.0,-0.5357142857142858,0.0,-0.7857142857142858,-0.6071428571428572
1970-11-10,Hong Kong,South Korea,0,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,1.72,1.4166666666666667,1.76,1.8333333333333333,0.96,0.0,-0.72,0.0,-0.34333333333333327,0.8733333333333333
1970-11-10,Thailand,Singapore,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.3846153846153846,0.5217391304347826,1.5769230769230769,1.3043478260869565,1.4230769230769231,4.043478260869565,0.0,0.862876254180602,0.0,0.27257525083612033,-2.620401337792642
1970-11-11,Suriname,French Guiana,3,2,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.0,1.0,3.0833333333333335,1.25,1.6666666666666667,1.25,0.0,1.0,0.0,1.8333333333333335,0.41666666666666674
1970-11-11,Wales,Romania,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.6,1.25,1.0,1.125,1.8,0.9375,0.0,-0.65,0.0,-0.125,0.8625
1970-11-11,Spain,Northern Ireland,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.6363636363636365,0.4444444444444444,1.6363636363636365,0.6666666666666666,0.8181818181818182,1.2222222222222223,0.0,1.191919191919192,0.0,0.9696969696969698,-0.4040404040404041
1970-11-11,Scotland,Denmark,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0833333333333333,1.2380952380952381,2.0833333333333335,1.619047619047619,1.25,1.4761904761904763,0.0,-0.15476190476190488,0.0,0.4642857142857144,-0.22619047619047628
1970-11-11,Indonesia,Vietnam Republic,5,3,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.0,1.125,2.8518518518518516,1.6875,1.5555555555555556,1.4375,0.0,0.875,0.0,1.1643518518518516,0.11805555555555558
1970-11-11,German DR,Netherlands,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7692307692307692,1.4444444444444444,2.5384615384615383,1.2222222222222223,1.0769230769230769,0.5555555555555556,0.0,0.32478632478632474,0.0,1.316239316239316,0.5213675213675213
1970-11-11,France,Norway,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.3636363636363635,1.1875,1.4545454545454546,1.375,1.2727272727272727,2.1875,0.0,0.17613636363636354,0.0,0.07954545454545459,-0.9147727272727273
1970-11-12,South Korea,Laos,4,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7692307692307692,0.25,1.8076923076923077,0.5833333333333334,0.9230769230769231,2.6666666666666665,0.0,1.5192307692307692,0.0,1.2243589743589745,-1.7435897435897434
1970-11-12,Thailand,Hong Kong,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4444444444444444,0.9230769230769231,1.6296296296296295,1.3076923076923077,1.4074074074074074,1.9230769230769231,0.0,0.5213675213675213,0.0,0.32193732193732183,-0.5156695156695157
1970-11-13,Cambodia,Vietnam Republic,2,2,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.0,1.0588235294117647,1.0,1.7647058823529411,1.0,1.6470588235294117,0.0,-1.0588235294117647,0.0,-0.7647058823529411,-0.6470588235294117
1970-11-13,Indonesia,Malaysia,3,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.0357142857142856,1.5172413793103448,2.9285714285714284,1.7586206896551724,1.6071428571428572,1.5862068965517242,0.0,0.5184729064039408,0.0,1.169950738916256,0.020935960591133007
1970-11-14,Laos,Singapore,3,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.23076923076923078,0.5,0.5384615384615384,1.2916666666666667,2.769230769230769,4.0,0.0,-0.2692307692307692,0.0,-0.7532051282051283,-1.2307692307692308
1970-11-14,Thailand,South Korea,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.5,1.8148148148148149,1.6428571428571428,1.8888888888888888,1.3928571428571428,0.8888888888888888,0.0,-0.3148148148148149,0.0,-0.24603174603174605,0.503968253968254
1970-11-15,Malaysia,Vietnam Republic,2,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4666666666666666,1.0555555555555556,1.7,1.7777777777777777,1.6333333333333333,1.6666666666666667,0.0,0.411111111111111,0.0,-0.07777777777777772,-0.03333333333333344
1970-11-15,Luxembourg,German DR,0,5,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.4,1.8571428571428572,0.8,2.4285714285714284,3.2,1.0,0.0,-1.4571428571428573,0.0,-1.6285714285714283,2.2
1970-11-15,Switzerland,Hungary,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.6,1.5,0.7,2.0625,1.5,1.5625,0.0,-0.9,0.0,-1.3625,-0.0625
1970-11-15,Indonesia,Cambodia,4,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.0689655172413794,0.0,2.9310344827586206,1.5,1.5517241379310345,1.5,0.0,2.0689655172413794,0.0,1.4310344827586206,0.051724137931034475
1970-11-15,Madagascar,Mauritius,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,3.0,0.5,3.0,1.0,0.0,1.5,0.0,2.5,0.0,2.0,-1.5
1970-11-15,Cyprus,Russia,1,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.9473684210526316,0.16666666666666666,1.736842105263158,4.833333333333333,0.5789473684210527,0.0,-1.9473684210526316,0.0,-1.5701754385964912,4.254385964912281
1970-11-15,Guinea,Senegal,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7647058823529411,0.6923076923076923,2.3529411764705883,0.8461538461538461,1.4705882352941178,2.1538461538461537,0.0,1.0723981900452488,0.0,1.506787330316742,-0.683257918552036
1970-11-15,Bulgaria,Norway,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.8947368421052632,1.1176470588235294,1.4210526315789473,1.3529411764705883,1.7894736842105263,2.235294117647059,0.0,-0.22291021671826627,0.0,0.06811145510835903,-0.44582043343653255
1970-11-15,Belgium,France,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.1111111111111112,1.5,1.1111111111111112,1.5833333333333333,1.6666666666666667,1.25,0.0,-0.38888888888888884,0.0,-0.4722222222222221,0.41666666666666674
1970-11-16,Hong Kong,Laos,4,2,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.8571428571428571,0.42857142857142855,1.2857142857142858,0.7142857142857143,1.9285714285714286,2.5714285714285716,0.0,0.42857142857142855,0.0,0.5714285714285715,-0.642857142857143
1970-11-16,South Korea,Singapore,4,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7857142857142858,0.48,1.8214285714285714,1.24,0.8571428571428571,3.96,0.0,1.3057142857142858,0.0,0.5814285714285714,-3.1028571428571428
1970-11-18,South Korea,Malaysia,2,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8275862068965518,1.5161290322580645,1.896551724137931,1.7096774193548387,0.8275862068965517,1.6129032258064515,0.0,0.3114571746384873,0.0,0.1868743047830923,-0.7853170189098998
1970-11-18,Thailand,Indonesia,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4482758620689655,2.1,1.5862068965517242,2.966666666666667,1.3448275862068966,1.5333333333333334,0.0,-0.6517241379310346,0.0,-1.3804597701149426,-0.18850574712643686
1970-11-18,Yugoslavia,Germany,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.1176470588235294,1.8695652173913044,1.588235294117647,2.130434782608696,1.411764705882353,1.0869565217391304,0.0,-0.751918158567775,0.0,-0.5421994884910488,0.32480818414322266
1970-11-20,Indonesia,Malaysia,1,3,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,2.032258064516129,1.46875,2.903225806451613,1.65625,1.5483870967741935,1.625,0.0,0.563508064516129,0.0,1.246975806451613,-0.0766129032258065
1970-11-20,Thailand,South Korea,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.5,1.8666666666666667,1.6,1.9,1.3333333333333333,0.8,0.0,-0.3666666666666667,0.0,-0.2999999999999998,0.5333333333333332
1970-11-21,Dominica,Saint Lucia,1,1,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,0.0,1.0,0.6666666666666666,1.3333333333333333,3.0,3.0,0.0,-1.0,0.0,-0.6666666666666666,0.0
1970-11-22,Kenya,Ethiopia,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.6363636363636364,1.0714285714285714,0.8181818181818182,2.2142857142857144,1.5454545454545454,2.142857142857143,0.0,-0.43506493506493504,0.0,-1.396103896103896,-0.5974025974025974
1970-11-22,Benin,Togo,0,0,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.5,1.5,1.5,1.5,1.25,1.5,0.0,0.0,0.0,0.0,-0.25
1970-11-22,Congo,Nigeria,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.1666666666666667,1.1,1.5,1.5,1.0,1.7,0.0,0.06666666666666665,0.0,0.0,-0.7
1970-11-22,Greece,Germany,1,3,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.4,1.7916666666666667,2.1,2.0416666666666665,1.6,1.125,0.0,-0.39166666666666683,0.0,0.05833333333333357,0.4750000000000001
1970-11-22,Grenada,Saint Vincent and the Grenadines,5,3,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.3333333333333335,1.75,2.3333333333333335,1.0,0.0,0.5,0.0,0.5833333333333335,0.0,1.3333333333333335,-0.5
1970-11-22,Ivory Coast,Gabon,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4,0.75,1.6666666666666667,1.25,1.4666666666666666,1.0,0.0,0.6499999999999999,0.0,0.41666666666666674,0.46666666666666656
1970-11-24,DR Congo,Uganda,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.1,2.076923076923077,3.1,2.5384615384615383,0.8,1.1538461538461537,0.0,0.023076923076922995,0.0,0.5615384615384618,-0.3538461538461537
1970-11-24,Dominica,Saint Vincent and the Grenadines,0,1,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.0,1.5,0.6666666666666666,1.5,3.0,1.5,0.0,-1.5,0.0,-0.8333333333333334,1.5
1970-11-25,Belgium,Denmark,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.0,1.0952380952380953,1.1,1.380952380952381,1.7,1.4761904761904763,0.0,-0.09523809523809534,0.0,-0.28095238095238084,0.22380952380952368
1970-11-25,England,German DR,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.9565217391304348,1.9333333333333333,1.826086956521739,2.6,0.6521739130434783,0.9333333333333333,0.0,0.023188405797101463,0.0,-0.7739130434782611,-0.2811594202898551
1970-11-25,Grenada,Saint Lucia,6,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.5,1.0,3.0,1.25,0.75,2.5,0.0,1.5,0.0,1.75,-1.75
1970-11-27,Grenada,Dominica,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.6,0.0,3.6,0.5714285714285714,0.8,2.7142857142857144,0.0,2.6,0.0,3.0285714285714285,-1.9142857142857144
1970-11-29,Mauritius,Madagascar,4,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,0.25,3.0,0.75,2.5,1.5,0.5,0.0,-2.75,0.0,-1.75,1.0
1970-12-02,Netherlands,Romania,2,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.3,1.125,1.1,1.0,0.6,0.9375,0.0,0.17500000000000004,0.0,0.10000000000000009,-0.3375
1970-12-08,Italy,Republic of Ireland,3,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.8125,0.0,1.875,0.5833333333333334,1.1875,1.9166666666666667,0.0,1.8125,0.0,1.2916666666666665,-0.7291666666666667
1970-12-09,Greece,Cyprus,1,1,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.2727272727272727,0.0,2.0,0.3333333333333333,1.7272727272727273,5.166666666666667,0.0,1.2727272727272727,0.0,1.6666666666666667,-3.4393939393939394
1970-12-10,Algeria,Morocco,3,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.25,1.0555555555555556,0.875,1.0,0.875,1.1666666666666667,0.0,0.19444444444444442,0.0,-0.125,-0.29166666666666674
1970-12-10,Thailand,India,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.2692307692307692,1.5,1.3461538461538463,2.0,1.5,2.0714285714285716,0.0,-0.23076923076923084,0.0,-0.6538461538461537,-0.5714285714285716
1970-12-10,Japan,Malaysia,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.1,1.6785714285714286,1.7,1.7857142857142858,1.6,1.3214285714285714,0.0,-0.5785714285714285,0.0,-0.08571428571428585,0.2785714285714287
1970-12-10,Myanmar,Cambodia,2,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.2,0.0,3.1333333333333333,1.3333333333333333,0.8,2.3333333333333335,0.0,2.2,0.0,1.8,-1.5333333333333334
1970-12-10,Indonesia,Iran,2,2,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.7777777777777777,1.7142857142857142,2.7037037037037037,3.4285714285714284,1.8148148148148149,1.5714285714285714,0.0,0.06349206349206349,0.0,-0.7248677248677247,0.24338624338624348
1970-12-11,India,Vietnam Republic,2,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4666666666666666,1.0,2.0,1.736842105263158,2.066666666666667,1.6842105263157894,0.0,0.46666666666666656,0.0,0.26315789473684204,0.3824561403508775
1970-12-11,Iran,South Korea,0,1,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.625,1.903225806451613,3.25,1.8709677419354838,1.625,0.7741935483870968,0.0,-0.278225806451613,0.0,1.3790322580645162,0.8508064516129032
1970-12-12,Japan,Cambodia,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.2727272727272727,0.0,1.6363636363636365,1.25,1.4545454545454546,2.25,0.0,1.2727272727272727,0.0,0.38636363636363646,-0.7954545454545454
1970-12-12,Myanmar,Malaysia,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.25,1.6206896551724137,3.0625,1.7241379310344827,0.8125,1.3103448275862069,0.0,0.6293103448275863,0.0,1.3383620689655173,-0.49784482758620685
1970-12-12,Niger,Mali,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,0.5,0.0,1.25,0.3333333333333333,4.75,2.0,0.0,0.5,0.0,0.9166666666666667,2.75
1970-12-13,Turkey,Albania,2,1,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.7,0.0,2.0,0.0,1.5,3.0,0.0,1.7,0.0,2.0,-1.5
1970-12-13,Thailand,Vietnam Republic,1,0,0,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.2222222222222223,0.95,1.3703703703703705,1.65,1.5185185185185186,1.7,0.0,0.27222222222222237,0.0,-0.27962962962962945,-0.18148148148148135
1970-12-13,Indonesia,South Korea,0,0,1,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.7142857142857142,1.9375,2.6785714285714284,1.84375,1.8214285714285714,0.75,0.0,-0.2232142857142858,0.0,0.8348214285714284,1.0714285714285714
1970-12-14,Japan,Myanmar,2,1,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.4166666666666667,2.2941176470588234,1.5833333333333333,2.9411764705882355,1.3333333333333333,0.7647058823529411,0.0,-0.8774509803921566,0.0,-1.3578431372549022,0.5686274509803921
1970-12-14,Malaysia,Cambodia,0,2,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.5666666666666667,0.0,1.6666666666666667,1.0,1.3,2.0,0.0,1.5666666666666667,0.0,0.6666666666666667,-0.7
1970-12-15,Ethiopia,Kenya,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,0.9090909090909091,2.066666666666667,0.9090909090909091,2.1333333333333333,1.4545454545454546,0.0,0.09090909090909094,0.0,1.1575757575757577,0.6787878787878787
1970-12-15,India,Indonesia,3,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.5625,1.6551724137931034,2.0,2.586206896551724,1.9375,1.7586206896551724,0.0,-0.09267241379310343,0.0,-0.5862068965517242,0.17887931034482762
1970-12-15,Thailand,South Korea,1,2,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.2857142857142858,1.9090909090909092,1.3571428571428572,1.7878787878787878,1.4642857142857142,0.7272727272727273,0.0,-0.6233766233766234,0.0,-0.43073593073593064,0.7370129870129869
1970-12-16,Thailand,Myanmar,2,2,0,1,1200.0,200.0,1200.0,200.0,0,0.0,1.0,1.2413793103448276,2.1666666666666665,1.3448275862068966,2.8333333333333335,1.4827586206896552,0.8333333333333334,0.0,-0.9252873563218389,0.0,-1.488505747126437,0.6494252873563219
1970-12-16,Greece,Switzerland,0,1,0,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.0,0.6,1.7272727272727273,0.7,1.6363636363636365,1.4,0.0,0.4,0.0,1.0272727272727273,0.23636363636363655
1970-12-16,Indonesia,Japan,1,2,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.6,1.5384615384615385,2.5,1.6153846153846154,1.8,1.3076923076923077,0.0,0.06153846153846154,0.0,0.8846153846153846,0.49230769230769234
1970-12-17,Myanmar,South Korea,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.1052631578947367,1.9411764705882353,2.789473684210526,1.7941176470588236,0.8947368421052632,0.7352941176470589,0.0,0.16408668730650144,0.0,0.9953560371517025,0.1594427244582043
1970-12-17,Japan,India,1,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,1.6428571428571428,1.6470588235294117,1.6428571428571428,2.0588235294117645,1.2857142857142858,1.8235294117647058,0.0,-0.004201680672268893,0.0,-0.4159663865546217,-0.53781512605042
1970-12-18,Japan,South Korea,1,2,1,2,1200.0,200.0,1200.0,200.0,0,0.0,3.0,1.7333333333333334,1.8857142857142857,1.6,1.7428571428571429,1.2,0.7428571428571429,0.0,-0.15238095238095228,0.0,-0.1428571428571428,0.4571428571428571
1970-12-18,Myanmar,India,2,0,1,0,1200.0,200.0,1200.0,200.0,1,3.0,0.0,2.15,1.5555555555555556,2.7,1.9444444444444444,0.85,1.7777777777777777,0.0,0.5944444444444443,0.0,0.7555555555555558,-0.9277777777777777
